,restaurant,entree,price,description,cuisine
4663,Lucchesi's Ravioli and Pasta Company,Cacciatore Wine Sauce,$5.99,"Tomato sauce, chopped tomatoes, red wine, onions, mushrooms, bell peppers, carrots, garlic, olive oil, seasonings.",Italian
4664,Lucchesi's Ravioli and Pasta Company,Mushroom Sauce,$6.79,"Mushrooms, alfredo sauce, fresh garlic, sage, olive oil, pepper, kosher salt.",Italian
4665,Lucchesi's Ravioli and Pasta Company,Angel Hair,$4.89,"Semolina flour, water, salt.",Italian
4666,Lucchesi's Ravioli and Pasta Company,Fresh Pasta Sheets,$4.89,Our fresh pasta sheets are available so you can get creative! Try your hand at making custom ravioli or cut noodles to your desired.,Italian
4667,Lucchesi's Ravioli and Pasta Company,Rigatoni Pasta,$4.89,"Semolina flour, water, salt.",Italian
4668,Lucchesi's Ravioli and Pasta Company,Stone Ground Wheat Spaghetti,$4.89,"Stone ground wheat flour, salt and water.",Italian
4669,Lucchesi's Ravioli and Pasta Company,Rotini Pasta,$4.89,"Semolina flour, water, salt.",Italian
4670,Lucchesi's Ravioli and Pasta Company,Spaghetti,$4.89,"Durum flour, salt, liquid eggsand water.",Italian
4671,Lucchesi's Ravioli and Pasta Company,Fettuccine,$4.89,"Durum flour, salt, liquid eggsand water.",Italian
4672,Lucchesi's Ravioli and Pasta Company,Sea Shell Pasta,$4.89,"Semolina flour, water, salt.",Italian
4673,Lucchesi's Ravioli and Pasta Company,Linguine,$4.89,"Durum flour, salt, liquid eggsand water.",Italian
4674,Lucchesi's Ravioli and Pasta Company,Penne Pasta,$4.89,"Semolina flour, water, salt.",Italian
4675,Napa Cafe,Stuffed Piquillo Peppers,$12.00,"Fresh steamed mussels, bacon, shallot, apple, coconut-lime broth.",American
4676,Napa Cafe,Rock Shrimp Cake,$12.00,"Rock shrimp cake, roasted red pepper aioli",American
4677,Napa Cafe,Thai Steak,$10.00,Grilled and filet mignon tips with traditional Thai marinade,American
4678,Napa Cafe,Baked Crab Dip,$15.00,"Dungeness crab baked with manchego cheese, lemon, garlic. Served with baguette toast.",American
4679,Napa Cafe,Blackened Shrimp Dumplings,$12.00,with tomato bacon gravy,American
4680,Napa Cafe,Tomato Soup with Basil & Dill,$9.00,,American
4681,Napa Cafe,Today’s Soup,$9.00,,American
4682,Napa Cafe,Watermelon,$12.00,"Watermelon, avocado & cucumber tossed in basil mint dressing, feta, sunflower seeds, arugula",American
4683,Napa Cafe,Iceberg Wedge,$10.00,"Iceberg wedge, bleu cheese dressing, crumbled bleu cheese, crisp bacon, chopped chives, tomatoes, aged balsamic vinegar.",American
4684,Napa Cafe,Supergreens,$9.00,"Chopped salad with spinach, pecans, goat cheese, dried cherries, opal apples, bacon, maple Dijon dressing",American
4685,Napa Cafe,Napa Salad,$9.00,"Our signature salad with bibb lettuce, toasted almonds, celery, mandarin oranges, tangy vinaigrette.",American
4686,Napa Cafe,Caesar Salad,$9.00,"Chopped Romaine lettuce, shaved Manchego cheese, creamy dressing, house made brioche croutons",American
4687,Napa Cafe,Salmon,$31.00,"Miso marinated salmon, forbidden black rice, garlic scented spinach, roasted shiitake mushrooms, sweet and sour beet emulsion.",American
4688,Napa Cafe,Halibut,$35.00,"Seared and potato crusted, grilled asparagus, shallot beurre blanc",American
4689,Napa Cafe,Filet Mignon,$36.00,"Grilled filet mignon, caramelized pearl onions, braised short rib mashed potatoes, baby carrots and shiitake mushroom marsala sauce.",American
4690,Napa Cafe,Short Ribs,$33.00,"Double stout braised short ribs, tomato confit, mashed potatoes, tonkatsu sauce.",American
4691,Napa Cafe,Shrimp & Grits,$28.00,"Grilled colossal shrimp, creamy Napa ""delta grind"" grits, shiitake mushroom and pancetta demi-glace.",American
4692,Napa Cafe,Sea Bass,$38.00,"Soy ginger butter, soy ginger vinaigrette, black forbidden rice, sautéed spinach",American
4693,Napa Cafe,Crab Cakes,$32.00,"Maryland-style crab cakes with jumbo lump crab, Dijon mustard sauce, grilled asparagus.",American
4694,Napa Cafe,Pork Chop,$34.00,"Dry-aged duroc porterhouse chop, roasted granny smith apple sauce, apple ginger demi-glace, smoked bacon and blue cheese mashed potatoes.",American
4695,Napa Cafe,Chicken,$28.00,"Roasted USDA organic chicken with hoisin glaze, smoked gouda risotto, green beans & carrots",American
4696,Napa Cafe,Whole Lemon Sorbet,$8.50,,American
4697,Napa Cafe,Sweet Buttermilk Pie,$8.50,A Southern cheesecake. A little fluffier. A little creamier. Served with brown sugar sauce.,American
4698,Napa Cafe,Belgian Chocolate Pate,$8.50,With fresh strawberries and whipped cream.,American
4699,Napa Cafe,Praline Pecan Ice Cream,$8.50,"Coconut walnut crust, warm butterscotch sauce and whipped cream.",American
4700,Napa Cafe,Seasonal Crème Brûlée,$8.50,,American
4701,Happy Mexican,Chori Tacos,$9.59,"Two flour tortilla filled with Mexican sausage, grilled onions, and cheese. Served with rice and beans.",Mexican
4702,Happy Mexican,Chicken Tacos,$9.59,"Two flour tortilla tacos. Served with beans, pico de gallo, and salsa.",Mexican
4703,Happy Mexican,Mushroom Steak,$9.59,Steak strips grill with mushrooms and onions. Topped with cheese dip. Served with rice and beans.,Mexican
4704,Happy Mexican,Special Quesadilla,$11.99,"A flour tortilla stuffed with cheese and a choice of fajita chicken or steak cooked with onions, bell peppers, and tomato, topped with cheese sauce. Served with rice and beans.",Mexican
4705,Happy Mexican,Steak and Bacon Tacos,$9.59,Two flour tortillas steak bacon tacos and topped with cheese. Served with rice and beans.,Mexican
4706,Happy Mexican,Steak Tacos,$9.59,"Two flour tortilla tacos. Served with beans, pico de gallo, and salsa.",Mexican
4707,Happy Mexican,Alambres,$9.59,"Steak or chicken cooked with Mexican sausage, bacon, onions, and bell pepper. Topped with melted cheese. Served with rice and tortillas.",Mexican
4708,Happy Mexican,Choripollo,$9.59,"Chicken strips cooked with Mexican sausage and grilled onions. Served with rice, beans, sour cream, and tortillas.",Mexican
4709,Happy Mexican,Mexican Wrap Burrito,$9.59,"12 inch tortilla filled with rice, beans pico de gallo, cheese, and lettuce. Choice of meat steak and chicken or carnitas.",Mexican
4710,Happy Mexican,Happy Fajitas,$10.79,Grilled onions and peppers with meat served on a tortilla.,Mexican
4711,Happy Mexican,Fajitas,$9.59,Grilled onions and peppers with meat served on a tortilla.,Mexican
4712,Happy Mexican,Shrimp Fajitas,$11.99,Grilled onions and peppers with meat served on a tortilla.,Mexican
4713,Happy Mexican,Guadalajara Fajitas,$13.19,Grilled onions and peppers with meat served on a tortilla.,Mexican
4714,Happy Mexican,Huevos Rancheros,$8.39,Ranch style eggs topped with ranchero sauce. Served with tortillas.,Mexican
4715,Happy Mexican,Huevos a la Mexicana,$8.39,"Two scrambled eggs. Served with tomatoes, pepper, and onions.",Mexican
4716,Happy Mexican,Huevos con Chorizo,$8.39,Two scrambled eggs with Mexican sauce.,Mexican
4717,Happy Mexican,Combo 1,$7.90,,Mexican
4718,Happy Mexican,Combo 2,$9.10,,Mexican
4719,Happy Mexican,Happy Fiesta Taquitos,$22.79,"Ten taquitos with the choice of shredded beef or chicken filling. Served with lettuce, guacamole, sour cream, pico de gallo, ranchero sauce, tomatillo sauce, cheese dip, and Monterrey Jack cheese.",Mexican
4720,Happy Mexican,Chicken Wings,$9.59+,Meaty wings accompanied by the hot sauce. With a choice of dip.,Mexican
4721,Happy Mexican,Margarita Special,$13.99,"Sizzling fajitas with chicken, steak, or shrimp with vegetables. Served on a bed of rice with cheese sauce.",Mexican
4722,Happy Mexican,Happy Sampler,$18.99,"Four crispy chicken flautas, four spicy wings, and cheese quesadillas with lettuce, guacamole pico de gallo, sour cream, and Monterrey Jack cheese.",Mexican
4723,Happy Mexican,Chicken Fingers,$6.99,Two chicken strips with fries.,Mexican
4724,Happy Mexican,Choice of Dip,$5.99+,,Mexican
4725,Happy Mexican,Guacamole Dip,$5.99,Guacamole chunks.,Mexican
4726,Happy Mexican,Queso Flamiado,$8.99,Melted cheese topped with chorizo. Served with tortillas.,Mexican
4727,Happy Mexican,Margarita Dip,$5.99,"Ground beef, pico de gallo, and cheese.",Mexican
4728,Happy Mexican,Basket of Fries,$3.49,,Mexican
4729,Happy Mexican,Fajita Nachos,$13.79,"Fajitas with choice of marinated steak or chicken strips, grilled vegetables, and melted cheese. Served on a giant bed of crispy tortilla chips and cheese.",Mexican
4730,Happy Mexican,Happy Nachos,$10.79,"Crispy tortilla chips with seasoned beef, shredded chicken, refried beans, lettuce, tomatoes, cheese, and sour cream.",Mexican
4731,Happy Mexican,Guadalajara Nachos,$17.99,"Grilled steak, chicken, shrimp, and chorizo cooked with mushrooms and onions topped with melted cheese.",Mexican
4732,Happy Mexican,Nachos,$7.99,"Choice of cheese, beef, and bean, shredded cheese, and shredded chicken cooked with vegetables or cheese, mushroom, and jalapenos.",Mexican
4733,Happy Mexican,Barbecue Nachos,$13.19,Pull pork and grill onions top with melted cheese and barbecue sauce.,Mexican
4734,Happy Mexican,Chicken Soup,$9.59,"Mixture with onions, jalapenos, tomatoes, cheese, and chicken strips. Served with rice.",Mexican
4735,Happy Mexican,Chicken Salad,$9.89,"Grilled chicken or fry chicken on a bed of lettuce, fried tortilla strips, avocado, tomatoes, onions, shredded cheese.",Mexican
4736,Happy Mexican,Grilled Shrimp Salad,$13.19,"Sixteen spicy grilled shrimp on a bed of lettuce with fried tortilla strips, avocado, tomatoes, onions, and shredded cheese.",Mexican
4737,Happy Mexican,Fajita Taco Salad,$10.79,"Sizzling strips of steak or chicken with lettuce, tomatoes, shredded cheese, pico de gallo, and sour cream topped with cheese sauce in a crispy tortilla shell.",Mexican
4738,Happy Mexican,Taco Salad,$9.59,"Your choice of meat on a bed of crisp lettuce topped with tomatoes, shredded cheese, pico de gallo, and sour cream all covered with cheese sauce in crispy tortilla shell.",Mexican
4739,Happy Mexican,Tossed Salad,$4.49,Salad that has been tossed with dressing.,Mexican
4740,Happy Mexican,Quesadilla,$6.99,Stuffed with cheese and grilled. Served with pico de gallo and sour cream.,Mexican
4741,Happy Mexican,Fajita Quesadilla,$11.99,"Stuffed with cheese, marinated steak, or chicken with onions, bell pepper, and tomato. Served with pico de gallo and sour cream.",Mexican
4742,Happy Mexican,Spinach Quesadilla,$10.79,"Stuffed with melted cheese, spinach, and mushrooms. Served with pico de gallo and sour cream.",Mexican
4743,Happy Mexican,Barbecue Quesadilla,$11.99,Stuffed with pull pork and grill onions mix with barbecue. Served with pico de gallo and sour cream.,Mexican
4744,Happy Mexican,Shredded Chicken Quesadilla,$9.59,Stuffed with cheese and shredded chicken with vegetables. Served with pico de gallo and sour cream.,Mexican
4745,Happy Mexican,Shrimp Quesadilla,$13.99,"Stuffed with shrimp, cheese, and vegetables. Served with pico de gallo and sour cream.",Mexican
4746,Happy Mexican,Cactus Quesadilla,$11.99,"Stuffed with chunks of tender pork, strips of cactus, and melted cheese. Served with pico de gallo and sour cream.",Mexican
4747,Happy Mexican,Camarones Happy Mexican,$17.99,Six jumbo shrimps stuffed with Oaxaca cheese and a slide of jalapeno wrapped with bacon. Served on a bed of rice along with fries and salad.,Mexican
4748,Happy Mexican,Camarones Ala Diabla,$15.59,"Seven jumbo shrimp cooked in la diablo sauce and garnished with lettuce, lemon, onions, tomatoes, and avocado slices.",Mexican
4749,Happy Mexican,Camarones Chipotle,$15.59,"Seven jumbo shrimp cooked with chipotle sauce and garnished with lettuce, tomatoes, onions, lemon, and avocado slices. Served with rice.",Mexican
4750,Happy Mexican,Tilapia Chipotle,$15.59,"A marinated tilapia fillet topped with chipotle sauce. Served with rice and garnished with lettuce, onions, avocado, and lime.",Mexican
4751,Happy Mexican,Shrimp Tacos,$14.39,"Two soft flour tortillas filled with grilled shrimp, pico de gallo, cilantro, and Jack cheese. Served with rice and beans.",Mexican
4752,Happy Mexican,Steak and Shrimp,$21.59,"A juicy, cooked to order steak and seven grilled jumbo shrimp marinated in the recipe. Served with garlic butter and rice then garnished with lettuce, lemon, onions, tomatoes, and avocado slices.",Mexican
4753,Happy Mexican,Camarones Al Mojo De Ajo,$15.59,"Seven jumbo shrimp marinated in sauce and grilled. Served with rice garnished with lettuce, onions, tomatoes, lemon, avocado slices, and garlic butter.",Mexican
4754,Happy Mexican,Camarones Veracruz,$12.99,"Seven jumbo shrimp broiled with onions tomatoes and bell peppers, topped with white cheese sauce. Served with rice, garnished with lettuce, onions, tomatoes, lemon, and avocado slices.",Mexican
4755,Happy Mexican,Coctel de Camaron,$15.59,"Sixteen plump shrimp cooked in sauce and perched in a jumbo glass. Served with pico de gallo, slices of lemon, and avocado.",Mexican
4756,Happy Mexican,Tilapia Tacos,$13.19,"Two soft flour tortillas filled with grilled tilapia, pico de gallo, cilantro, and Jack cheese. Served with rice and beans.",Mexican
4757,Happy Mexican,Tilapia Filet,$14.39,Breaded tilapia filet deep fried. Served on a bed of rice with fries and salad.,Mexican
4758,Happy Mexican,Arroz Con Pollo,$13.19,"A whole marinated chicken breast with grilled vegetables and melted cheese. Served with rice, lettuce, and sour cream.",Mexican
4759,Happy Mexican,Pollo Chipotle,$13.19,A portion of marinated chicken breast topped with melted cheese and chipotle sauce. Served with rice and beans.,Mexican
4760,Happy Mexican,Pollo Jalisco,$13.19,Grilled marinated chicken topped with grilled vegetables and melted cheese. Served with rice and beans.,Mexican
4761,Happy Mexican,Pollo Parrilla,$14.39,"A marinated chicken breast grilled and served on a bed of grilled onions, bell peppers, and tomatoes with rice, beans, lettuce, sour cream, and pico de gallo.",Mexican
4762,Happy Mexican,Happy Fajitas,$16.79+,"Chicken, steak, and shrimp. Served with rice, beans, lettuce, pico de gallo, sour cream, grilled onions, bell peppers, tomatoes, and flour tortillas.",Mexican
4763,Happy Mexican,Shrimp Fajitas,$19.19+,Grilled onions and peppers with meat served on a tortilla.,Mexican
4764,Happy Mexican,Steak Chicken Fajitas Mix,$15.59+,"Served with rice, beans, lettuce, pico de gallo, sour cream, grilled onions, bell peppers, tomatoes, and flour tortillas.",Mexican
4765,Happy Mexican,Chicken Fajitas,$14.39+,"Served with rice, beans, lettuce, pico de gallo, sour cream, grilled onions, bell peppers, tomatoes, and flour tortillas.",Mexican
